Elemento,Area,Area proteina dentro de celuala,Porcentaje proteina dentro de celula,Eje mayor,Eje menor,Orientacion,Inten_media nucleo,Inten_media_proteina,Estado,Region de pertenencia
211,577,2,0.346620450606586,29.3867783387979,25.0977894696394,-22.3738119458287,0.327685458932273,0.0214632820199136,0,3
212,482,2,0.4149377593361,27.3169003106921,22.8780662392765,47.9491099878041,0.298071759824262,0.0233260109022862,0,3
213,672,0,0,32.1690328924974,26.6892856755339,19.2228988673412,0.207399626517274,0.00696195144724555,0,3
214,593,175,29.5109612141653,34.8863908029519,22.4319784372417,70.6959054723872,0.256323777403036,0.0860893429884606,1,3
215,571,0,0,28.1785734637356,25.9034280167744,16.0242493585204,0.341018508979774,0.00775385460664124,0,3
216,722,0,0,32.1255762149727,28.7631452745905,29.3063784946052,0.174178480256369,0.00406822008581825,0,3
217,212,0,0,23.8061630259325,11.5665079106031,-59.6164164608643,0.128782833888272,0.00201627820939696,0,3
218,490,0,0,33.3759143681731,19.0505910472574,-30.0465968830059,0.215006002400961,0.00384153661464585,0,3
219,419,9,2.14797136038186,26.22588788426,20.5251805595988,23.4403794604312,0.115447611025317,0.0148626515045159,0,3
220,692,393,56.7919075144509,36.8504218364783,24.1587613741971,83.5649639895113,0.225575201178738,0.164178850731045,1,3
221,606,0,0,31.3436216621654,24.895002151986,-10.7689914530375,0.160493108134344,0.00135248818999547,0,3
222,652,1,0.153374233128834,30.1903081325981,27.7753760033872,-75.1047597036221,0.17004691447131,0.0116143389871286,0,3
223,593,0,0,31.7869796200477,24.0498015139156,73.2156001023226,0.169903779386966,0.000978738881724695,0,3
224,430,0,0,28.9907035098129,19.2812291700012,-27.8257825579114,0.142371181030552,0.0074236206110351,0,3
225,639,1,0.156494522691706,34.1194187263747,24.2624653128638,67.6164203842953,0.354794562582467,0.00923010831875784,0,3
226,570,1,0.175438596491228,28.2010119128367,26.4469748312167,48.6770433705332,0.308820089439285,0.0111592707258342,0,3
227,629,0,0,29.3130851296861,27.5731422027638,83.2458169518624,0.310707939773684,0.00150877521119735,0,3
228,685,1,0.145985401459854,31.1198210214302,28.1530865213995,-6.98305357158745,0.190261914984973,0.0109746672391584,0,3
229,303,0,0,22.9132133773628,17.6319562854033,64.7607032391741,0.531379020254967,0.00104834012813046,0,3
230,592,1,0.168918918918919,29.6295132266385,25.6751072579411,55.7867203669649,0.12453630100689,0.0070349761526232,0,3
231,627,258,41.1483253588517,29.4897714041025,27.2061101447453,60.0116389987396,0.228551771585828,0.112843606342059,1,3
232,490,0,0,27.7459134941323,22.9162246027397,-33.4468156160538,0.143281312525011,0.00100040016006403,0,3
233,353,0,0,24.9445603789551,18.4981298855509,59.1473496555116,0.332766761095373,0.000611009276231739,0,3
234,1183,3,0.253592561284869,54.9642940362099,30.2387794885677,-66.3166982391805,0.26159481544097,0.0122122221669733,2,3
235,62,0,0,12.9850857813806,6.53256467413411,-5.68411937605813,0.343453510436433,0.00632511068943706,0,3
236,456,2,0.43859649122807,27.8315581117998,20.9700908094686,84.266618853612,0.142148262813898,0.00262297901616787,0,3
237,592,0,0,32.3560262181736,23.8103110877191,-67.4747862951472,0.268037890832009,0.00439851616322204,0,3
238,325,235,72.3076923076923,24.4803374257075,17.0788472072858,27.3397096841609,0.183203619909503,0.184663650075415,1,3
